filename	churn	size	minor	major	total	ownership	defects
icons/symbolic/16/gimp-tool-flip.png	0	3	0	1	1	1.0	0
icons/symbolic/24/gimp-display-filter.png	0	6	0	1	1	1.0	0
icons/Color/24/gimp-prefs-image-windows-snapping.svg	148	148	0	1	1	1.0	0
themes/Gray/ui/extension-top.png	0	4	0	1	1	1.0	0
icons/Color/16/gimp-first.png	0	5	0	1	1	1.0	0
icons/Color/24/gimp-portrait.svg	129	129	0	1	1	1.0	0
app/tools/gimpperspectiveclonetool.c	8	889	0	2	2	0.5	0
icons/symbolic/24/gimp-sample-point.png	0	3	0	1	1	1.0	0
libgimpcolor/gimpcolor.h	2	41	0	2	2	0.5	0
icons/Symbolic/24/gimp-tool-perspective-clone.png	0	4	0	1	1	1.0	0
app/core/gimpimage-duplicate.c	22	528	0	2	2	0.5	0
po-tips/ru.po	3	183	0	3	3	0.3333333333333333	0
app/operations/layer-modes/gimpoperationcolorerase.h	134	62	0	2	2	0.5714285714285714	0
app/operations/gimpbrightnesscontrastconfig.c	36	243	0	2	2	0.5	0
app/operations/layer-modes/gimpoperationcolorerase.c	225	167	0	5	5	0.45454545454545453	0
icons/default/16/gimp-gradient-bilinear.png	0	4	0	1	1	1.0	0
icons/Legacy/48/gimp-prefs-input-devices.png	0	16	0	1	1	1.0	0
themes/Gray/ui/ext-right.png	0	3	0	1	1	1.0	0
icons/Legacy/16/gimp-rotate-270.xcf	0	18	0	1	1	1.0	0
icons/Symbolic/24/gimp-channel.png	0	3	0	2	2	0.6666666666666666	0
icons/default/48/gimp-prefs-folders-gradients.png	0	11	0	1	1	1.0	0
icons/Color/16/gimp-layer-delete.png	0	5	0	1	1	1.0	0
devel-docs/libgimp/libgimp-sections.txt	165	1487	0	3	3	0.3333333333333333	0
icons/Symbolic/scalable/go-home.svg	100	100	0	1	1	1.0	0
icons/default/96/gimp-wilber.png	0	34	0	2	2	0.5	0
icons/default/22/gimp-tool-brightness-contrast.png	0	17	0	1	1	1.0	0
po-tags/be.po	3	28	0	3	3	0.3333333333333333	0
icons/Symbolic/16/gimp-convert-indexed.png	0	5	0	2	2	0.6666666666666666	0
icons/Symbolic/16/gimp-paste-as-new.png	0	3	0	1	1	1.0	0
po-script-fu/fa.po	6	2454	0	3	3	0.3333333333333333	0
icons/Color/24/gimp-gravity-south-east.png	0	6	0	2	2	0.6666666666666666	0
themes/Darker/ui/shadow-in.png	0	5	0	1	1	1.0	0
po-tips/sl.po	3	135	0	3	3	0.3333333333333333	0
app/widgets/gimpwidgets-utils.h	40	122	0	3	3	0.5	0
themes/Darker/ui/gimp-button-normal.png	0	41	0	1	1	1.0	0
icons/default/24/gimp-display-filter-proof.xcf	0	36	0	1	1	1.0	0
themes/Gray/ui/slider-v.png	0	3	0	1	1	1.0	0
icons/Legacy/64/gimp-user-manual.png	0	24	0	1	1	1.0	0
icons/Symbolic/16/gimp-prefs-folders-plug-ins.png	0	4	0	1	1	1.0	0
icons/Symbolic/16/gimp-lch-hue-mode.png	0	5	0	1	1	1.0	0
themes/Gray/ui/arrow-down-small-prelight.png	0	4	0	1	1	1.0	0
app/widgets/gimpwidgets-utils.c	534	1542	0	3	3	0.5833333333333334	0
plug-ins/common/compose.c	135	1412	0	3	3	0.4	0
themes/Dark/ui/combo-entry-border-bg.png	0	4	0	1	1	1.0	0
tools/pdbgen/Makefile.am	14	154	0	2	2	0.5	0
icons/Color/24/gimp-grid.png	0	3	0	1	1	1.0	0
icons/Symbolic/16/gimp-channel-new.png	0	4	0	1	1	1.0	0
tools/pdbgen/pdb/selection_tools.pdb	8	419	0	2	2	0.5	0
icons/Color/16/gimp-selection.png	0	3	0	2	2	0.6666666666666666	0
libgimp/gimp.def	64	888	1	3	4	0.5	0
plug-ins/file-bmp/bmp-load.c	1024	1022	0	2	2	0.6666666666666666	0
icons/Symbolic/24/gimp-tool-heal.svg	0	138	0	1	1	1.0	0
icons/Symbolic/16/process-stop.png	0	3	0	1	1	1.0	0
app/tools/gimpguidetool.h	77	63	0	3	3	0.5	0
themes/Darker/ui/null.png	0	36	0	1	1	1.0	0
plug-ins/common/cml-explorer.c	62	2529	0	2	2	0.5	0
icons/Symbolic/scalable/gimp-tool-airbrush.svg	348	348	0	1	1	1.0	0
app/tools/gimpguidetool.c	501	403	0	3	3	0.6	0
icons/Color/22/gtk-justify-fill.png	0	3	0	1	1	1.0	0
icons/Color/scalable/gimp-tool-ellipse-select.svg	1212	339	0	2	2	0.6666666666666666	0
themes/Dark/ui/minus.png	0	46	0	1	1	1.0	0
themes/Dark/ui/entry-border-active-bg.png	0	4	0	1	1	1.0	0
icons/Symbolic/22/gimp-prefs-folders.png	0	3	0	3	3	0.5	0
icons/default/48/gimp-prefs-folders-interp.svg	0	498	0	1	1	1.0	0
app/widgets/gimpviewrenderer.c	1158	1423	0	2	2	0.5833333333333334	0
icons/symbolic/24/gimp-channel-alpha.png	0	5	0	1	1	1.0	0
app/core/gimpscanconvert.h	18	81	0	2	2	0.5	0
plug-ins/common/mkgen.pl	126	233	0	4	4	0.4	0
app/widgets/gimpviewrenderer.h	52	167	0	2	2	0.5714285714285714	0
app/core/gimpscanconvert.c	96	637	0	2	2	0.5	0
icons/Color/16/gimp-controller-keyboard.png	0	7	0	2	2	0.6	0
themes/Darker/ui/arrow-up-prelight.png	0	3	0	1	1	1.0	0
icons/Symbolic/16/media-skip-forward.png	0	3	0	1	1	1.0	0
app/core/gimp-cairo.c	30	150	0	2	2	0.5	0
icons/Color/16/gimp-gradient-shapeburst-spherical.png	0	3	0	2	2	0.6666666666666666	0
app/core/gimpdrawable-stroke.h	82	45	0	2	2	0.5	0
app/core/gimpdrawable-stroke.c	727	161	0	3	3	0.4	0
app/core/gimp-cairo.h	8	45	0	2	2	0.5	0
app/actions/fonts-commands.c	16	43	0	3	3	0.4	0
icons/Legacy/16/gimp-selection-stroke.png	0	4	0	1	1	1.0	0
icons/default/22/gimp-tool-desaturate.png	0	6	0	1	1	1.0	0
icons/Symbolic/48/gimp-prefs-folders-themes.png	0	6	0	2	2	0.6666666666666666	0
icons/Legacy/22/gimp-tool-rotate.png	0	7	0	1	1	1.0	0
icons/symbolic/22/gimp-tool-paintbrush.png	0	4	0	1	1	1.0	0
themes/Gray/ui/spin-down-pressed.png	0	3	0	1	1	1.0	0
icons/Color/24/gimp-tool-color-picker.png	0	7	0	2	2	0.6666666666666666	0
tools/pdbgen/pdb/image_convert.pdb	96	285	0	3	3	0.5	0
icons/symbolic/16/gimp-convert-grayscale.png	0	5	0	1	1	1.0	0
icons/default/22/gimp-tool-measure.svg	0	305	0	1	1	1.0	0
themes/Gray/ui/gimp-handle-v.png	0	39	0	1	1	1.0	0
icons/Color/48/gimp-prefs-new-image.png	0	11	0	2	2	0.6666666666666666	0
icons/Legacy/22/gimp-tool-align.png	0	5	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-tool-cage.svg	317	182	0	2	2	0.6666666666666666	0
themes/Lighter/ui/arrow-up-small.png	0	3	0	1	1	1.0	0
icons/Legacy/22/gimp-tool-hue-saturation.png	0	7	0	1	1	1.0	0
icons/Color/32/gimp-floating-selection.png	0	4	0	2	2	0.6666666666666666	0
icons/Symbolic/24/gimp-controller-wheel.png	0	4	0	2	2	0.6666666666666666	0
icons/Symbolic/24/gimp-tool-handle-transform.png	0	4	0	1	1	1.0	0
plug-ins/script-fu/scripts/weave.scm	28	407	0	1	1	1.0	0
icons/Legacy/22/gimp-prefs-image-windows.svg	0	338	0	1	1	1.0	0
icons/Legacy/22/gimp-tool-cage.svg	0	389	0	1	1	1.0	0
icons/symbolic/16/gimp-gradient-spiral-anticlockwise.png	0	4	0	1	1	1.0	0
icons/Legacy/16/gimp-selection-none.png	0	4	0	1	1	1.0	0
icons/default/16/gimp-color-pick-from-screen.png	0	5	0	1	1	1.0	0
themes/Darker/ui/list_header.png	0	7	0	1	1	1.0	0
icons/Color/scalable/gimp-image-reload.svg	253	227	0	2	2	0.5	0
icons/default/22/gimp-tool-move.xcf	0	19	0	1	1	1.0	0
icons/Color/16/process-stop.png	0	6	0	1	1	1.0	0
icons/Symbolic/16/edit-redo.png	0	3	0	1	1	1.0	0
icons/Color/scalable/gimp-rotate-90.svg	397	99	0	2	2	0.6666666666666666	0
icons/Color/64/dialog-information.png	0	21	0	1	1	1.0	0
icons/Color/24/gimp-controller.svg	278	278	0	1	1	1.0	0
app/widgets/gimptoolpresetfactoryview.c	21	103	0	3	3	0.3333333333333333	0
icons/Symbolic/16/zoom-original.png	0	3	0	1	1	1.0	0
po-plug-ins/ar.po	2	13177	0	2	2	0.5	0
icons/Legacy/16/gimp-invert.png	0	3	0	1	1	1.0	0
app/pdb/text-layer-cmds.c	6	2194	0	3	3	0.3333333333333333	0
po-python/ko.po	3	345	0	3	3	0.3333333333333333	0
icons/default/64/gimp-frame.png	0	6	0	1	1	1.0	0
plug-ins/script-fu/scripts/predator.scm	2	137	0	1	1	1.0	0
themes/Lighter/ui/shadow-out.png	0	3	0	1	1	1.0	0
app/text/gimptext.c	560	614	0	2	2	0.5	0
icons/Symbolic/16/gimp-tool-warp.png	0	3	0	1	1	1.0	0
icons/Legacy/64/gimp-texture.png	0	3	0	1	1	1.0	0
app/actions/channels-commands.h	39	60	0	3	3	0.3333333333333333	0
app/actions/channels-commands.c	1353	544	0	4	4	0.6428571428571429	0
icons/Symbolic/16/document-revert.png	0	4	0	1	1	1.0	0
icons/Color/24/gimp-video.svg	261	261	0	1	1	1.0	0
icons/Color/48/gimp-channel-gray.png	0	9	0	2	2	0.6666666666666666	0
icons/Color/scalable/gimp-channels.svg	1735	414	0	2	2	0.5	0
app/display/gimpdisplayshell-filter.h	6	31	0	2	2	0.5	0
themes/Light/ui/transparent.png	0	4	0	1	1	1.0	0
icons/Color/24/gimp-prefs-folders.svg	1225	313	0	3	3	0.5	0
app/display/gimpdisplayshell-filter.c	14	145	0	2	2	0.5	0
icons/Color/16/gimp-web.png	0	5	0	2	2	0.6666666666666666	0
icons/Color/24/gimp-center.png	0	9	0	2	2	0.6	0
icons/Legacy/16/gimp-text-layer.png	0	5	0	1	1	1.0	0
icons/Color/scalable/gimp-prefs-default-comment.svg	630	75	0	4	4	0.42857142857142855	0
icons/Legacy/16/gimp-prefs-window-management.png	0	4	0	1	1	1.0	0
icons/Color/48/gimp-prefs-folders-mypaint-brushes.png	0	10	0	2	2	0.5	0
icons/Symbolic/scalable/gimp-floating-selection.svg	180	180	0	1	1	1.0	0
themes/Darker/ui/frame-gap-start.png	0	3	0	1	1	1.0	0
themes/Gray/ui/button-prelight.png	0	6	0	1	1	1.0	0
icons/Color/scalable/gimp-navigation.svg	187	187	0	1	1	1.0	0
icons/default/24/gimp-hfill.png	0	46	0	1	1	1.0	0
icons/Legacy/22/gimp-prefs-folders-themes.png	0	7	0	1	1	1.0	0
themes/Darker/ui/slider-h.png	0	6	0	1	1	1.0	0
po-libgimp/sr@latin.po	5	2148	0	3	3	0.5	0
icons/Symbolic/scalable/view-refresh.svg	0	120	0	1	1	1.0	0
icons/symbolic/64/gimp-question.png	0	16	0	1	1	1.0	0
themes/Light/ui/check3.png	0	5	0	1	1	1.0	0
app/core/gimpdrawable-shadow.c	3	110	0	1	1	1.0	0
icons/default/12/gimp-visible.png	0	3	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-menu-left.svg	159	159	0	1	1	1.0	0
plug-ins/screenshot/screenshot-gnome-shell.c	256	198	0	2	2	0.5	0
icons/Symbolic/16/gimp-portrait.png	0	4	0	1	1	1.0	0
icons/Color/16/gimp-tool-blur.png	0	10	0	2	2	0.6666666666666666	0
plug-ins/screenshot/screenshot-gnome-shell.h	45	32	0	2	2	0.6666666666666666	0
app/display/gimpdisplayshell-rotate.h	4	40	0	1	1	1.0	0
icons/Color/22/gimp-prefs-image-windows-appearance.png	0	4	0	1	1	1.0	0
po/Makefile.in.in	33	229	0	3	3	0.5	0
po-python/ms.po	3	35	0	3	3	0.3333333333333333	0
README	64	105	0	3	3	0.3333333333333333	0
icons/Symbolic/48/gimp-prefs-folders-interp.png	0	5	0	2	2	0.6666666666666666	0
icons/Color/64/gimp-warning.png	0	18	0	4	4	0.42857142857142855	0
icons/Color/scalable/gimp-default-colors.svg	117	117	0	1	1	1.0	0
app/display/gimpdisplayshell-rotate.c	426	237	0	3	3	0.4	0
icons/Color/16/gimp-tool-seamless-clone.png	0	7	0	2	2	0.6666666666666666	0
po-libgimp/en_CA.po	3	1831	0	3	3	0.3333333333333333	0
build/windows/installer/.gitignore	4	4	0	1	1	1.0	0
icons/Symbolic/24/gimp-channels.png	0	3	0	2	2	0.6	0
icons/Legacy/22/gimp-tool-scale.xcf	0	22	0	1	1	1.0	0
themes/Dark/ui/shadow-in.png	0	5	0	1	1	1.0	0
icons/Symbolic/16/edit-delete.png	0	9	0	1	1	1.0	0
tools/.gitignore	16	13	0	4	4	0.25	0
icons/default/48/gimp-prefs-window-management.svg	0	385	0	1	1	1.0	0
icons/Color/scalable/gimp-prefs-folders-tools.svg	2036	614	0	2	2	0.6666666666666666	0
themes/Light/ui/entry-border-disabled-bg.png	0	4	0	1	1	1.0	0
icons/Symbolic/24/gimp-tool-shear.svg	0	157	0	1	1	1.0	0
app/tools/gimpseamlesscloneoptions.c	30	138	0	2	2	0.5	0
build/windows/jhbuild/misclibs.moduleset	58	220	0	2	2	0.6666666666666666	0
icons/Color/scalable/gimp-landscape.svg	1006	134	0	2	2	0.6	0
icons/Symbolic/scalable/gimp-text-dir-rtl.svg	289	150	0	2	2	0.6666666666666666	0
app/widgets/gimpdevices.c	52	325	0	3	3	0.4	0
app/operations/layer-modes/gimpoperationbehind.c	240	116	0	2	2	0.625	0
themes/Light/ui/null.png	0	3	0	1	1	1.0	0
icons/Color/24/gimp-tool-airbrush.png	0	5	0	2	2	0.75	0
app/operations/layer-modes/gimpoperationbehind.h	132	62	0	2	2	0.5714285714285714	0
icons/Legacy/24/gimp-transparency.png	0	3	0	1	1	1.0	0
plug-ins/pagecurl/.gitignore	8	9	0	2	2	0.5	0
plug-ins/gimpressionist/brush.c	60	634	0	4	4	0.4	0
icons/Color/24/gimp-channel.png	0	8	0	2	2	0.6	0
icons/Color/16/gimp-invert.png	0	3	0	2	2	0.6666666666666666	0
icons/Symbolic/16/gimp-gradient-shapeburst-spherical.png	0	3	0	1	1	1.0	0
po-libgimp/da.po	1125	2106	0	3	3	0.6	0
icons/default/16/gimp-tool-iscissors.png	0	4	0	1	1	1.0	0
icons/Color/24/media-optical.svg	436	436	0	1	1	1.0	0
app/actions/gradient-editor-actions.c	56	895	0	4	4	0.6	0
themes/Gray/ui/combo-entry-border-active-rtl-notebook.png	0	4	0	1	1	1.0	0
app/tools/gimpcolorpickeroptions.c	92	185	0	4	4	0.5	0
plug-ins/twain/tw_util.h	20	73	0	1	1	1.0	0
plug-ins/twain/tw_util.c	121	92	0	1	1	1.0	0
themes/Darker/ui/ext-top.png	0	3	0	1	1	1.0	0
icons/Color/scalable/gimp-convert-indexed.svg	774	222	0	2	2	0.6666666666666666	0
icons/Symbolic/16/gimp-behind-mode.png	0	4	0	1	1	1.0	0
libgimp/gimptilebackendplugin.c	4	289	0	2	2	0.5	0
plug-ins/twain/tw_win.h	79	69	0	1	1	1.0	0
icons/default/22/gimp-prefs-folders-scripts.png	0	5	0	1	1	1.0	0
plug-ins/twain/tw_win.c	353	460	0	1	1	1.0	0
icons/Legacy/24/gimp-video.png	0	13	0	1	1	1.0	0
icons/default/22/gimp-tool-by-color-select.xcf	0	25	0	1	1	1.0	0
icons/Symbolic/22/gimp-prefs-image-title.png	0	3	0	1	1	1.0	0
plug-ins/common/depth-merge.c	24	1208	0	3	3	0.3333333333333333	0
icons/default/16/gimp-curve-free.png	0	5	0	1	1	1.0	0
icons/default/22/gimp-tool-align.xcf	0	19	0	1	1	1.0	0
NEWS	2362	475	0	5	5	0.32142857142857145	5
icons/Legacy/16/gimp-display-filter-proof.png	0	7	0	1	1	1.0	0
icons/Color/24/media-floppy.png	0	4	0	1	1	1.0	0
icons/Symbolic/16/gimp-toilet-paper.png	0	3	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-channel.svg	479	111	0	2	2	0.6666666666666666	0
icons/Symbolic/scalable/gimp-prefs-folders-interp.svg	166	166	0	1	1	1.0	0
po-libgimp/xh.po	3	1187	0	3	3	0.3333333333333333	0
icons/symbolic/16/gimp-shape-circle.png	0	4	0	1	1	1.0	0
icons/Legacy/48/gimp-prefs-default-grid.svg	0	1663	0	1	1	1.0	0
icons/Legacy/16/gimp-reset.png	0	6	0	1	1	1.0	0
icons/Legacy/22/gimp-prefs-folders-interp.png	0	13	0	1	1	1.0	0
icons/Legacy/16/gimp-join-round.png	0	4	0	1	1	1.0	0
icons/Symbolic/scalable/list-add.svg	111	111	0	1	1	1.0	0
icons/default/22/gimp-wilber.png	0	3	0	1	1	1.0	0
icons/Symbolic/16/gimp-histogram.png	0	3	0	2	2	0.6666666666666666	0
icons/Legacy/24/gimp-grid.xcf	0	11	0	1	1	1.0	0
icons/symbolic/22/gimp-prefs-folders-plug-ins.png	0	4	0	1	1	1.0	0
icons/symbolic/22/gimp-tool-iscissors.png	0	7	0	1	1	1.0	0
themes/Darker/ui/entry-border-active-notebook.png	0	4	0	1	1	1.0	0
app/core/gimpimage-symmetry.h	40	40	0	1	1	1.0	0
icons/Legacy/16/gimp-center.png	0	6	0	1	1	1.0	0
icons/Legacy/48/gimp-prefs-playground.png	0	85	0	1	1	1.0	0
app/core/gimpimage-crop.h	45	32	0	3	3	0.3333333333333333	0
app/core/gimpimage-symmetry.c	189	189	0	1	1	1.0	0
icons/default/16/gimp-layers.svg	0	598	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-up.svg	434	111	0	1	1	1.0	0
libgimp/gimpedit_pdb.h	446	95	0	3	3	0.5	0
icons/Legacy/22/gimp-prefs-folders-plug-ins.png	0	9	0	1	1	1.0	0
icons/default/16/gimp-controller-midi.xcf	0	13	0	1	1	1.0	0
libgimp/gimpedit_pdb.c	134	765	0	3	3	0.6	0
icons/default/22/gimp-tool-posterize.xcf	0	25	0	1	1	1.0	0
icons/Symbolic/scalable/media-floppy.svg	81	81	0	1	1	1.0	0
app/tools/gimpcroptool.c	31	483	0	3	3	0.4	4
app/widgets/gimplayermodecombobox.c	1133	644	0	2	2	0.6875	1
plug-ins/pygimp/gimpfu.py	24	873	0	4	4	0.42857142857142855	0
icons/symbolic/16/gimp-scale.png	0	3	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-last.svg	116	116	0	1	1	1.0	0
icons/Symbolic/16/gimp-tool-move.png	0	5	0	1	1	1.0	0
app/widgets/gimplayermodecombobox.h	65	63	0	1	1	1.0	0
icons/Legacy/22/gimp-gegl.png	0	7	0	1	1	1.0	0
themes/Gray/ui/check1.png	0	5	0	1	1	1.0	0
plug-ins/common/oilify.c	18	945	0	2	2	0.5	0
app/core/gimpimage-crop.c	141	234	0	3	3	0.4	0
icons/symbolic/16/gimp-display-filter.png	0	3	0	1	1	1.0	0
icons/symbolic/16/gimp-tool-threshold.png	0	3	0	1	1	1.0	0
icons/Symbolic/16/gimp-histogram-linear.png	0	3	0	1	1	1.0	0
icons/Legacy/16/gimp-prefs-interface.png	0	6	0	1	1	1.0	0
icons/Legacy/16/gimp-controller-wheel.xcf	0	43	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-down.svg	111	111	0	1	1	1.0	0
icons/Color/scalable/gimp-tool-perspective-clone.svg	1154	215	0	2	2	0.7142857142857143	0
icons/default/16/gimp-path.png	0	4	0	1	1	1.0	0
app/operations/gimpoperationposterize.c	240	165	0	2	2	0.75	0
icons/default/12/gimp-linked.png	0	4	0	1	1	1.0	0
icons/Symbolic/scalable/gimp-tool-zoom.svg	157	157	0	1	1	1.0	0
app/operations/gimpoperationposterize.h	4	55	0	2	2	0.5	0
app/vectors/gimpvectorsmodundo.h	2	52	0	2	2	0.5	0
themes/Dark/ui/extension-right.png	0	35	0	1	1	1.0	0
icons/Symbolic/24/gimp-prefs-session.svg	126	126	0	1	1	1.0	0
icons/Legacy/16/gimp-tool-airbrush.png	0	5	0	1	1	1.0	0
plug-ins/script-fu/scripts/xach-effect.scm	14	142	0	1	1	1.0	0
icons/default/24/gimp-controller.png	0	5	0	1	1	1.0	0
icons/Symbolic/24/gimp-tool-smudge.svg	0	133	0	1	1	1.0	0
icons/Color/16/gimp-gradient-conical-symmetric.png	0	5	0	2	2	0.6666666666666666	0
themes/Gray/ui/button-pressed.png	0	4	0	1	1	1.0	0
icons/Color/16/gimp-controller-wheel.png	0	4	0	2	2	0.6666666666666666	0
app/actions/context-actions.c	54	1294	0	4	4	0.4	2
app/core/gimpimage-convert-indexed.c	343	4477	0	4	4	0.375	0
app/core/gimppickable.h	202	102	0	2	2	0.6666666666666666	0
themes/Light/ui/progressbar-trough.png	0	3	0	1	1	1.0	0
app/core/gimpimage-convert-indexed.h	71	41	0	3	3	0.5	0
app/core/gimppickable.c	154	344	0	2	2	0.6666666666666666	0
icons/default/16/gimp-curve-smooth.png	0	6	0	1	1	1.0	0
icons/symbolic/64/gimp-error.png	0	8	0	1	1	1.0	0
icons/Symbolic/24/gtk-select-color.png	0	3	0	1	1	1.0	0
icons/Color/24/gimp-move-to-screen.svg	136	136	0	1	1	1.0	0
app/widgets/gimpsavedialog.c	246	423	0	4	4	0.45454545454545453	0
